Age,Gender,Location,Parental Occupation,Study Hours,Previously Written JAMB,WAEC English Score,WAEC Maths Score,Internet Access,Understanding of Subjects,Confidence in JAMB Success,CBT Experience,Feelings about CBT,Learning Materials Availability,Educational Technology Usage,Support for Exam Preparation,Suggestions for School Improvement,Adequate JAMB Preparation,Result
19,Female,Victoria Island (Private),Teacher,3-5 hours,Yes,63,44,Yes,Poor,Very confident,No,Comfortable,Poor,Always,"More past questions, Tutors",Extra classes,Yes,Fail
18,Male,Ikorodu (Public),Teacher,3-5 hours,Yes,53,71,Yes,Excellent,Confident,Yes,Comfortable,Fair,Never,Better textbooks,More teachers,Yes,Pass
18,Male,Lekki (Private),Artisan,3-5 hours,Yes,58,89,No,Excellent,Not confident,Yes,Neutral,Poor,Never,"Counseling, More past questions, Tutors",Extra classes,Yes,Fail
19,Female,Victoria Island (Private),Business owner,3-5 hours,Yes,77,49,No,Excellent,Very confident,No,Neutral,Good,Never,"More past questions, Extra lessons",Improved facilities,Yes,Fail
18,Female,Ikorodu (Public),Trader,1-3 hours,Yes,90,55,Yes,Average,Somewhat confident,No,Comfortable,Good,Always,"Extra lessons, Better textbooks, Tutors",Improved facilities,Yes,Fail
18,Male,Others,Trader,1-3 hours,No,65,84,No,Poor,Somewhat confident,No,Comfortable,Poor,Always,Tutors,More teachers,Yes,Fail
20,Male,Ikorodu (Public),Business owner,Less than 1 hour,No,47,70,Yes,Excellent,Not confident,Yes,Comfortable,Poor,Often,More past questions,Extra classes,Yes,Fail
18,Female,Ikorodu (Public),Civil servant,1-3 hours,Yes,61,84,No,Poor,Very confident,No,Uncomfortable,Excellent,Always,Tutors,More teachers,Yes,Fail
18,Male,Others,Business owner,1-3 hours,No,69,60,Yes,Average,Very confident,Yes,Comfortable,Excellent,Never,"Tutors, Better textbooks, Counseling",Extra classes,No,Pass
20,Female,Victoria Island (Private),Teacher,More than 5 hours,Yes,78,66,No,Average,Not confident,Yes,Comfortable,Excellent,Often,"More past questions, Counseling",Improved facilities,Yes,Fail
19,Male,Victoria Island (Private),Business owner,1-3 hours,Yes,46,87,Yes,Poor,Somewhat confident,Yes,Uncomfortable,Excellent,Often,Tutors,More teachers,No,Fail
19,Female,Victoria Island (Private),Artisan,3-5 hours,No,63,75,No,Good,Somewhat confident,No,Uncomfortable,Good,Never,"Better textbooks, Counseling, More past questions",More teachers,No,Fail
19,Female,Ikorodu (Public),Civil servant,3-5 hours,No,66,99,No,Excellent,Somewhat confident,No,Uncomfortable,Excellent,Never,"Counseling, Better textbooks, More past questions",More practical lessons,Yes,Fail
18,Male,Epe (Public),Business owner,Less than 1 hour,No,97,95,Yes,Average,Confident,No,Uncomfortable,Poor,Occasionally,Counseling,Improved facilities,Yes,Fail
16,Female,Epe (Public),Business owner,3-5 hours,Yes,65,97,No,Poor,Somewhat confident,Yes,Neutral,Poor,Always,Tutors,More practical lessons,No,Fail
16,Female,Victoria Island (Private),Business owner,More than 5 hours,No,43,63,No,Poor,Not confident,Yes,Uncomfortable,Fair,Occasionally,"More past questions, Extra lessons",More practical lessons,Yes,Fail
19,Female,Epe (Public),Trader,More than 5 hours,No,65,83,No,Excellent,Not confident,No,Uncomfortable,Good,Often,More past questions,More practical lessons,No,Fail
20,Male,Others,Teacher,Less than 1 hour,No,49,97,Yes,Average,Confident,No,Neutral,Fair,Never,Better textbooks,More practical lessons,Yes,Fail
17,Female,Victoria Island (Private),Trader,More than 5 hours,Yes,68,95,No,Excellent,Somewhat confident,Yes,Neutral,Excellent,Occasionally,More past questions,Improved facilities,No,Fail
16,Male,Victoria Island (Private),Trader,More than 5 hours,No,63,82,Yes,Excellent,Somewhat confident,Yes,Neutral,Fair,Often,Better textbooks,More teachers,Yes,Fail
19,Male,Others,Teacher,3-5 hours,No,67,79,Yes,Average,Very confident,Yes,Uncomfortable,Fair,Never,Extra lessons,Extra classes,No,Pass
16,Male,Others,Civil servant,3-5 hours,Yes,78,51,Yes,Poor,Somewhat confident,Yes,Comfortable,Excellent,Often,"Better textbooks, More past questions, Extra lessons",Extra classes,Yes,Fail
20,Female,Lekki (Private),Civil servant,More than 5 hours,Yes,83,61,No,Good,Confident,Yes,Neutral,Excellent,Often,More past questions,Improved facilities,No,Pass
20,Female,Victoria Island (Private),Business owner,1-3 hours,No,79,46,Yes,Poor,Not confident,Yes,Neutral,Excellent,Often,Counseling,More practical lessons,No,Fail
16,Male,Ikorodu (Public),Trader,3-5 hours,No,81,48,Yes,Average,Somewhat confident,No,Uncomfortable,Excellent,Never,"Tutors, Extra lessons, Better textbooks",Extra classes,No,Fail
18,Female,Lekki (Private),Civil servant,Less than 1 hour,Yes,76,40,No,Good,Confident,Yes,Comfortable,Good,Occasionally,"Tutors, Extra lessons",Improved facilities,Yes,Fail
20,Female,Lekki (Private),Trader,More than 5 hours,Yes,45,76,Yes,Good,Somewhat confident,Yes,Neutral,Good,Often,Counseling,Improved facilities,No,Fail
19,Female,Ikorodu (Public),Artisan,1-3 hours,No,47,69,Yes,Poor,Confident,Yes,Neutral,Poor,Often,"More past questions, Better textbooks",Extra classes,Yes,Fail
18,Male,Epe (Public),Teacher,More than 5 hours,No,44,63,No,Poor,Very confident,Yes,Uncomfortable,Fair,Often,More past questions,More teachers,No,Fail
19,Male,Others,Teacher,Less than 1 hour,No,72,43,Yes,Excellent,Confident,Yes,Neutral,Good,Always,Extra lessons,Extra classes,No,Fail
19,Female,Victoria Island (Private),Teacher,3-5 hours,No,79,73,Yes,Poor,Somewhat confident,Yes,Uncomfortable,Fair,Always,"More past questions, Counseling",Improved facilities,No,Fail
17,Male,Ikorodu (Public),Trader,Less than 1 hour,No,63,87,No,Average,Confident,Yes,Uncomfortable,Excellent,Always,"Counseling, Extra lessons",More practical lessons,No,Pass
20,Female,Victoria Island (Private),Business owner,More than 5 hours,Yes,72,43,Yes,Poor,Confident,Yes,Comfortable,Fair,Never,"More past questions, Better textbooks",More teachers,Yes,Fail
17,Male,Epe (Public),Teacher,More than 5 hours,Yes,42,52,Yes,Poor,Confident,Yes,Uncomfortable,Good,Often,"More past questions, Tutors, Counseling",Improved facilities,Yes,Fail
17,Female,Victoria Island (Private),Civil servant,1-3 hours,No,52,66,Yes,Average,Not confident,Yes,Comfortable,Excellent,Never,"Extra lessons, More past questions",Extra classes,Yes,Fail
19,Female,Others,Business owner,1-3 hours,No,94,94,No,Good,Not confident,Yes,Uncomfortable,Poor,Never,"Tutors, Extra lessons, More past questions",More practical lessons,No,Fail
19,Female,Victoria Island (Private),Civil servant,1-3 hours,Yes,56,100,No,Good,Not confident,Yes,Neutral,Fair,Occasionally,"Tutors, Better textbooks",More teachers,Yes,Fail
18,Female,Lekki (Private),Civil servant,1-3 hours,No,44,81,No,Average,Confident,No,Neutral,Excellent,Always,Tutors,More teachers,No,Fail
18,Male,Victoria Island (Private),Business owner,More than 5 hours,No,64,97,Yes,Average,Very confident,No,Neutral,Excellent,Often,"Better textbooks, Tutors, Extra lessons",More teachers,No,Fail
16,Male,Ikorodu (Public),Civil servant,More than 5 hours,Yes,95,65,No,Good,Somewhat confident,Yes,Comfortable,Poor,Never,Better textbooks,Extra classes,No,Fail
18,Male,Lekki (Private),Artisan,More than 5 hours,No,63,71,No,Average,Somewhat confident,No,Uncomfortable,Good,Never,"Extra lessons, More past questions",More teachers,No,Fail
18,Female,Epe (Public),Artisan,1-3 hours,Yes,62,67,No,Excellent,Somewhat confident,No,Comfortable,Good,Occasionally,Extra lessons,More teachers,Yes,Fail
17,Female,Victoria Island (Private),Business owner,Less than 1 hour,No,95,98,Yes,Excellent,Not confident,No,Neutral,Excellent,Never,"Counseling, More past questions",More teachers,No,Fail
18,Female,Epe (Public),Trader,3-5 hours,Yes,88,85,No,Good,Not confident,No,Neutral,Poor,Often,Better textbooks,Extra classes,No,Fail
19,Male,Victoria Island (Private),Civil servant,More than 5 hours,Yes,80,96,Yes,Good,Confident,No,Neutral,Poor,Occasionally,Tutors,Improved facilities,No,Fail
16,Male,Victoria Island (Private),Trader,Less than 1 hour,No,57,64,Yes,Poor,Somewhat confident,No,Neutral,Excellent,Occasionally,"Counseling, Extra lessons",More teachers,Yes,Fail
19,Female,Lekki (Private),Business owner,3-5 hours,No,86,53,Yes,Poor,Somewhat confident,No,Uncomfortable,Poor,Often,"Better textbooks, Tutors",More teachers,No,Fail
19,Female,Ikorodu (Public),Teacher,1-3 hours,Yes,84,66,Yes,Average,Not confident,Yes,Comfortable,Poor,Always,More past questions,Improved facilities,No,Fail
18,Female,Victoria Island (Private),Business owner,Less than 1 hour,No,59,64,Yes,Poor,Not confident,No,Uncomfortable,Poor,Always,"Better textbooks, More past questions",Extra classes,No,Fail
20,Male,Epe (Public),Teacher,1-3 hours,No,47,71,No,Poor,Somewhat confident,Yes,Uncomfortable,Poor,Always,"Better textbooks, Tutors",More teachers,Yes,Fail
20,Male,Lekki (Private),Teacher,1-3 hours,Yes,43,62,No,Poor,Not confident,No,Comfortable,Excellent,Always,"Extra lessons, Counseling, Tutors",Extra classes,Yes,Fail
17,Male,Lekki (Private),Civil servant,More than 5 hours,Yes,99,93,No,Excellent,Confident,No,Uncomfortable,Fair,Occasionally,Tutors,Improved facilities,Yes,Fail
18,Female,Lekki (Private),Artisan,3-5 hours,No,63,78,No,Excellent,Confident,No,Comfortable,Excellent,Occasionally,Extra lessons,More teachers,Yes,Fail
17,Male,Others,Trader,Less than 1 hour,Yes,72,87,No,Poor,Somewhat confident,No,Uncomfortable,Excellent,Always,"More past questions, Counseling",Extra classes,No,Fail
19,Female,Ikorodu (Public),Civil servant,1-3 hours,No,61,56,Yes,Good,Not confident,Yes,Comfortable,Poor,Occasionally,"More past questions, Tutors, Extra lessons",Improved facilities,Yes,Fail
20,Female,Ikorodu (Public),Civil servant,Less than 1 hour,No,76,80,No,Average,Somewhat confident,Yes,Comfortable,Good,Always,"Extra lessons, Counseling, Tutors",More practical lessons,No,Fail
19,Female,Others,Trader,More than 5 hours,Yes,60,60,No,Average,Very confident,Yes,Uncomfortable,Fair,Often,"Extra lessons, Counseling, Tutors",Improved facilities,Yes,Pass
19,Male,Ikorodu (Public),Business owner,More than 5 hours,No,60,73,No,Average,Very confident,Yes,Neutral,Poor,Occasionally,Better textbooks,More teachers,Yes,Pass
20,Male,Victoria Island (Private),Civil servant,1-3 hours,Yes,71,83,Yes,Excellent,Very confident,No,Uncomfortable,Good,Occasionally,"More past questions, Counseling, Extra lessons",Extra classes,No,Fail
20,Male,Ikorodu (Public),Business owner,More than 5 hours,Yes,70,71,No,Excellent,Somewhat confident,Yes,Uncomfortable,Good,Never,"More past questions, Better textbooks",More practical lessons,Yes,Fail
20,Female,Ikorodu (Public),Trader,3-5 hours,Yes,46,81,No,Average,Confident,No,Neutral,Fair,Never,"Extra lessons, Tutors",More teachers,Yes,Fail
16,Female,Ikorodu (Public),Business owner,3-5 hours,No,59,64,No,Good,Very confident,No,Neutral,Excellent,Always,"More past questions, Counseling, Tutors",More practical lessons,No,Fail
20,Female,Ikorodu (Public),Artisan,3-5 hours,No,65,56,No,Good,Confident,No,Neutral,Fair,Occasionally,Extra lessons,Improved facilities,Yes,Fail
19,Female,Others,Teacher,Less than 1 hour,No,89,81,No,Average,Very confident,No,Uncomfortable,Poor,Occasionally,Extra lessons,More practical lessons,Yes,Fail
20,Male,Epe (Public),Trader,1-3 hours,No,61,83,Yes,Good,Very confident,Yes,Comfortable,Fair,Always,"Better textbooks, Extra lessons, Tutors",More teachers,Yes,Pass
16,Male,Ikorodu (Public),Teacher,1-3 hours,No,88,42,No,Average,Very confident,No,Neutral,Fair,Never,"Extra lessons, Better textbooks",Improved facilities,Yes,Fail
18,Female,Others,Artisan,More than 5 hours,No,100,85,No,Excellent,Somewhat confident,Yes,Uncomfortable,Excellent,Often,"Tutors, Extra lessons, More past questions",Extra classes,Yes,Fail
16,Female,Others,Artisan,Less than 1 hour,No,60,73,Yes,Excellent,Not confident,Yes,Comfortable,Poor,Often,"More past questions, Tutors",Extra classes,No,Fail
16,Male,Ikorodu (Public),Civil servant,3-5 hours,No,54,81,No,Poor,Very confident,Yes,Comfortable,Good,Never,"Extra lessons, Counseling, More past questions",Extra classes,Yes,Pass
20,Male,Victoria Island (Private),Trader,More than 5 hours,Yes,45,77,Yes,Good,Somewhat confident,No,Neutral,Good,Always,"Tutors, Extra lessons",Improved facilities,Yes,Fail
17,Male,Lekki (Private),Teacher,1-3 hours,Yes,94,48,No,Excellent,Not confident,Yes,Uncomfortable,Excellent,Never,Counseling,More practical lessons,No,Fail
20,Female,Victoria Island (Private),Teacher,Less than 1 hour,No,94,97,No,Excellent,Very confident,No,Neutral,Good,Always,Better textbooks,More teachers,No,Fail
17,Female,Epe (Public),Teacher,1-3 hours,Yes,76,51,Yes,Poor,Not confident,No,Neutral,Poor,Often,"Better textbooks, Counseling, More past questions",Extra classes,No,Fail
19,Female,Ikorodu (Public),Business owner,More than 5 hours,Yes,97,90,No,Good,Somewhat confident,No,Uncomfortable,Excellent,Occasionally,Counseling,Extra classes,No,Fail
16,Female,Others,Trader,3-5 hours,No,94,79,Yes,Good,Not confident,Yes,Uncomfortable,Fair,Always,"Better textbooks, Tutors, Counseling",More teachers,No,Fail
17,Male,Epe (Public),Trader,3-5 hours,No,60,67,No,Poor,Very confident,No,Uncomfortable,Good,Occasionally,"Better textbooks, Counseling, Tutors",More practical lessons,Yes,Fail
20,Female,Epe (Public),Trader,More than 5 hours,Yes,88,60,No,Poor,Not confident,No,Comfortable,Poor,Occasionally,"Better textbooks, More past questions",Improved facilities,No,Fail
17,Male,Victoria Island (Private),Teacher,Less than 1 hour,Yes,57,55,Yes,Poor,Confident,No,Uncomfortable,Poor,Often,"Tutors, Counseling",Improved facilities,No,Fail
16,Female,Ikorodu (Public),Business owner,1-3 hours,Yes,59,90,No,Excellent,Somewhat confident,Yes,Comfortable,Good,Often,"Extra lessons, Tutors, Counseling",Improved facilities,Yes,Fail
18,Female,Victoria Island (Private),Civil servant,More than 5 hours,Yes,42,60,No,Poor,Not confident,No,Comfortable,Good,Always,"More past questions, Better textbooks, Extra lessons",More practical lessons,No,Fail
16,Male,Ikorodu (Public),Business owner,Less than 1 hour,Yes,62,47,Yes,Poor,Confident,No,Uncomfortable,Excellent,Occasionally,"Tutors, Extra lessons, Counseling",More teachers,No,Fail
20,Female,Epe (Public),Artisan,1-3 hours,Yes,57,60,No,Poor,Not confident,Yes,Neutral,Good,Often,Better textbooks,Extra classes,Yes,Fail
17,Female,Others,Business owner,3-5 hours,Yes,96,46,Yes,Excellent,Confident,Yes,Neutral,Fair,Always,Counseling,More teachers,No,Fail
17,Male,Lekki (Private),Artisan,More than 5 hours,Yes,71,77,Yes,Poor,Confident,Yes,Comfortable,Excellent,Often,"Tutors, Extra lessons",Improved facilities,Yes,Pass
19,Female,Victoria Island (Private),Trader,Less than 1 hour,Yes,75,67,No,Average,Confident,Yes,Uncomfortable,Good,Often,More past questions,Improved facilities,Yes,Pass
20,Male,Lekki (Private),Civil servant,1-3 hours,Yes,86,66,Yes,Poor,Very confident,No,Uncomfortable,Poor,Occasionally,"Counseling, More past questions, Better textbooks",Extra classes,No,Fail
18,Male,Lekki (Private),Teacher,More than 5 hours,No,58,53,Yes,Poor,Somewhat confident,No,Neutral,Good,Often,"Extra lessons, Counseling, More past questions",More teachers,No,Fail
16,Male,Lekki (Private),Teacher,More than 5 hours,No,64,68,Yes,Poor,Very confident,No,Comfortable,Fair,Always,Counseling,More practical lessons,No,Fail
19,Female,Others,Business owner,Less than 1 hour,No,85,99,Yes,Average,Somewhat confident,Yes,Neutral,Poor,Occasionally,"Extra lessons, Counseling, More past questions",More teachers,No,Fail
19,Female,Epe (Public),Business owner,More than 5 hours,No,90,94,No,Poor,Somewhat confident,No,Comfortable,Good,Always,Extra lessons,Improved facilities,No,Fail
18,Female,Epe (Public),Business owner,More than 5 hours,No,90,86,Yes,Good,Confident,Yes,Comfortable,Poor,Often,"Extra lessons, More past questions",More teachers,Yes,Pass
19,Male,Ikorodu (Public),Artisan,3-5 hours,No,40,69,No,Average,Confident,No,Neutral,Good,Always,"Tutors, Better textbooks",More teachers,No,Fail
20,Male,Epe (Public),Trader,Less than 1 hour,Yes,62,58,Yes,Average,Not confident,Yes,Neutral,Poor,Never,Counseling,More practical lessons,Yes,Fail
18,Male,Others,Civil servant,More than 5 hours,Yes,87,68,Yes,Excellent,Not confident,No,Uncomfortable,Good,Never,"More past questions, Tutors, Extra lessons",Extra classes,No,Fail
17,Male,Others,Teacher,3-5 hours,Yes,75,96,No,Good,Confident,Yes,Uncomfortable,Excellent,Always,"Tutors, More past questions, Better textbooks",More teachers,No,Pass
20,Male,Ikorodu (Public),Civil servant,3-5 hours,Yes,74,75,No,Excellent,Not confident,No,Uncomfortable,Poor,Always,Counseling,Improved facilities,No,Fail
19,Male,Epe (Public),Civil servant,More than 5 hours,No,66,98,Yes,Good,Confident,Yes,Comfortable,Fair,Often,Counseling,Improved facilities,Yes,Pass
16,Male,Victoria Island (Private),Artisan,More than 5 hours,No,83,82,No,Poor,Not confident,Yes,Uncomfortable,Excellent,Occasionally,"Extra lessons, More past questions, Better textbooks",Improved facilities,Yes,Fail
17,Female,Others,Artisan,More than 5 hours,No,68,88,No,Good,Very confident,No,Comfortable,Good,Occasionally,"Better textbooks, Counseling",More teachers,No,Fail
17,Female,Epe (Public),Artisan,1-3 hours,No,60,54,Yes,Average,Confident,No,Uncomfortable,Good,Never,Better textbooks,Improved facilities,Yes,Fail
19,Male,Ikorodu (Public),Trader,3-5 hours,Yes,59,73,Yes,Average,Very confident,No,Comfortable,Fair,Always,"Counseling, Extra lessons",More practical lessons,Yes,Fail
20,Male,Lekki (Private),Business owner,3-5 hours,No,44,73,Yes,Poor,Somewhat confident,No,Neutral,Good,Occasionally,"Tutors, Counseling",Improved facilities,No,Fail
17,Male,Others,Artisan,3-5 hours,Yes,70,49,No,Poor,Confident,Yes,Neutral,Excellent,Occasionally,"Extra lessons, Counseling, More past questions",Improved facilities,Yes,Fail
18,Male,Epe (Public),Trader,1-3 hours,No,94,68,No,Poor,Very confident,No,Neutral,Poor,Occasionally,"Extra lessons, More past questions, Better textbooks",Extra classes,No,Fail
19,Male,Epe (Public),Artisan,1-3 hours,Yes,82,95,Yes,Poor,Confident,Yes,Comfortable,Good,Never,Better textbooks,More practical lessons,Yes,Pass
16,Male,Ikorodu (Public),Artisan,1-3 hours,No,47,100,Yes,Poor,Very confident,Yes,Uncomfortable,Poor,Never,"Tutors, Counseling, More past questions",Improved facilities,No,Fail
18,Male,Ikorodu (Public),Civil servant,More than 5 hours,No,67,92,No,Excellent,Not confident,No,Uncomfortable,Poor,Often,"Better textbooks, Tutors, Extra lessons",Improved facilities,No,Fail
17,Male,Ikorodu (Public),Business owner,Less than 1 hour,Yes,64,93,Yes,Poor,Very confident,No,Comfortable,Poor,Often,"Extra lessons, Tutors, Counseling",Extra classes,Yes,Fail
